date,team.top,team.bottom,inning,top_bottom,batter_number,before_score.top,before_score.bottom,after_score.top,after_score.bottom,point,before_out,before_1b,before_2b,before_3b,after_out,after_1b,after_2b,after_3b,batter.id,batter.handed,batter.name,pitcher.id,pitcher.handed,pitcher.name,direction,result
2023-04-14,阪神,DeNA,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1800065,左,近本 光司,1660377,右,ガゼルマン,中,飛
2023-04-14,阪神,DeNA,1,1,2,0,0,0,0,0,1,0,0,0,2,0,0,0,2000056,左,中野 拓夢,1660377,右,ガゼルマン,,見三振
2023-04-14,阪神,DeNA,1,1,3,0,0,0,0,0,2,0,0,0,2,1,0,0,1300042,右,渡邉 諒,1660377,右,ガゼルマン,左,安
2023-04-14,阪神,DeNA,1,1,4,0,0,0,0,0,2,1,0,0,3,0,0,0,1600113,右,大山 悠輔,1660377,右,ガゼルマン,右,飛
2023-04-14,阪神,DeNA,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1600089,左,佐野 恵太,1500090,右,青柳 晃洋,,四球
2023-04-14,阪神,DeNA,1,2,2,0,0,0,0,0,0,1,0,0,1,1,0,0,1700059,左,神里 和毅,1500090,右,青柳 晃洋,中,飛
2023-04-14,阪神,DeNA,1,2,3,0,0,0,0,0,1,1,0,0,3,0,0,0,1200053,右,宮﨑 敏郎,1500090,右,青柳 晃洋,遊,併打
2023-04-14,阪神,DeNA,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1961285,右,ノイジー,1660377,右,ガゼルマン,中,飛
2023-04-14,阪神,DeNA,2,1,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1500091,左,板山 祐太郎,1660377,右,ガゼルマン,左,飛
2023-04-14,阪神,DeNA,2,1,3,0,0,0,0,0,2,0,0,0,2,0,1,0,1300073,右,梅野 隆太郎,1660377,右,ガゼルマン,投,安
2023-04-14,阪神,DeNA,2,1,4,0,0,1,0,1,2,0,1,0,2,1,0,0,1800067,左,木浪 聖也,1660377,右,ガゼルマン,中,安
2023-04-14,阪神,DeNA,2,1,5,1,0,1,0,0,2,1,0,0,2,1,1,0,1500090,右,青柳 晃洋,1660377,右,ガゼルマン,右,安
2023-04-14,阪神,DeNA,2,1,6,1,0,2,0,1,2,1,1,0,2,1,0,1,1800065,左,近本 光司,1660377,右,ガゼルマン,右,安
2023-04-14,阪神,DeNA,2,1,7,2,0,2,0,0,2,1,0,1,2,1,1,1,2000056,左,中野 拓夢,1660377,右,ガゼルマン,,四球
2023-04-14,阪神,DeNA,2,1,8,2,0,2,0,0,2,1,1,1,3,0,0,0,1300042,右,渡邉 諒,1660377,右,ガゼルマン,三,ゴロ
2023-04-14,阪神,DeNA,2,2,1,2,0,2,0,0,0,0,0,0,0,1,0,0,2000035,右,牧 秀悟,1500090,右,青柳 晃洋,左,安
2023-04-14,阪神,DeNA,2,2,2,2,0,2,0,0,0,1,0,0,1,1,0,0,1100061,右,桑原 将志,1500090,右,青柳 晃洋,中,飛
2023-04-14,阪神,DeNA,2,2,3,2,0,2,0,0,1,1,0,0,2,0,1,0,1300038,左,関根 大気,1500090,右,青柳 晃洋,左,安
2023-04-14,阪神,DeNA,2,2,4,2,0,2,0,0,2,0,1,0,3,0,0,0,800075,右,伊藤 光,1500090,右,青柳 晃洋,二,飛
2023-04-14,阪神,DeNA,3,1,1,2,0,2,0,0,0,0,0,0,0,1,0,0,1600113,右,大山 悠輔,1660377,右,ガゼルマン,,四球
2023-04-14,阪神,DeNA,3,1,2,2,0,2,0,0,0,1,0,0,1,1,0,0,1961285,右,ノイジー,1660377,右,ガゼルマン,右,飛
2023-04-14,阪神,DeNA,3,1,3,2,0,2,0,0,1,1,0,0,2,1,0,0,1500091,左,板山 祐太郎,1660377,右,ガゼルマン,三,飛
2023-04-14,阪神,DeNA,3,1,4,2,0,2,0,0,2,1,0,0,3,0,0,0,1300073,右,梅野 隆太郎,1660377,右,ガゼルマン,,見三振
2023-04-14,阪神,DeNA,3,2,1,2,0,2,0,0,0,0,0,0,0,1,0,0,1600107,左,京田 陽太,1500090,右,青柳 晃洋,遊,安
2023-04-14,阪神,DeNA,3,2,2,2,0,2,0,0,0,1,0,0,1,0,1,0,1660377,右,ガゼルマン,1500090,右,青柳 晃洋,一,犠打
2023-04-14,阪神,DeNA,3,2,3,2,0,2,0,0,1,0,1,0,2,0,0,1,1600089,左,佐野 恵太,1500090,右,青柳 晃洋,右,飛
2023-04-14,阪神,DeNA,3,2,4,2,0,2,0,0,2,0,0,1,3,0,0,0,1700059,左,神里 和毅,1500090,右,青柳 晃洋,一,ゴロ
2023-04-14,阪神,DeNA,4,1,1,2,0,2,0,0,0,0,0,0,1,0,0,0,1800067,左,木浪 聖也,1660377,右,ガゼルマン,,見三振
2023-04-14,阪神,DeNA,4,1,2,2,0,2,0,0,1,0,0,0,2,0,0,0,1500090,右,青柳 晃洋,1660377,右,ガゼルマン,,空三振
2023-04-14,阪神,DeNA,4,1,3,2,0,2,0,0,2,0,0,0,3,0,0,0,1800065,左,近本 光司,1660377,右,ガゼルマン,左,飛
2023-04-14,阪神,DeNA,4,2,1,2,0,2,0,0,0,0,0,0,1,0,0,0,1200053,右,宮﨑 敏郎,1500090,右,青柳 晃洋,三,ゴロ
2023-04-14,阪神,DeNA,4,2,2,2,0,2,0,0,1,0,0,0,1,0,1,0,2000035,右,牧 秀悟,1500090,右,青柳 晃洋,左,２
2023-04-14,阪神,DeNA,4,2,3,2,0,2,0,0,1,0,1,0,2,0,1,0,1100061,右,桑原 将志,1500090,右,青柳 晃洋,遊,飛
2023-04-14,阪神,DeNA,4,2,4,2,0,2,1,1,2,0,1,0,2,0,1,0,1300038,左,関根 大気,1500090,右,青柳 晃洋,左,２
2023-04-14,阪神,DeNA,4,2,5,2,1,2,1,0,2,0,1,0,2,1,0,1,800075,右,伊藤 光,1500090,右,青柳 晃洋,二,安
2023-04-14,阪神,DeNA,4,2,6,2,1,2,1,0,2,1,0,1,3,0,0,0,1600107,左,京田 陽太,1500090,右,青柳 晃洋,二,ゴロ
2023-04-14,阪神,DeNA,5,1,1,2,1,2,1,0,0,0,0,0,0,1,0,0,2000056,左,中野 拓夢,1660377,右,ガゼルマン,二,安
2023-04-14,阪神,DeNA,5,1,2,2,1,2,1,0,0,1,0,0,2,0,0,0,1300042,右,渡邉 諒,1660377,右,ガゼルマン,二,併打
2023-04-14,阪神,DeNA,5,1,3,2,1,2,1,0,2,0,0,0,3,0,0,0,1600113,右,大山 悠輔,1660377,右,ガゼルマン,,見三振
2023-04-14,阪神,DeNA,5,2,1,2,1,2,1,0,0,0,0,0,1,0,0,0,1850208,左,林 琢真,1500090,右,青柳 晃洋,左,飛
2023-04-14,阪神,DeNA,5,2,2,2,1,2,1,0,1,0,0,0,1,0,0,1,1600089,左,佐野 恵太,1500090,右,青柳 晃洋,右,３
2023-04-14,阪神,DeNA,5,2,3,2,1,2,1,0,1,0,0,1,1,1,0,1,1700059,左,神里 和毅,1500090,右,青柳 晃洋,,死球
2023-04-14,阪神,DeNA,5,2,4,2,1,2,1,0,1,1,0,1,1,1,1,1,1200053,右,宮﨑 敏郎,1500090,右,青柳 晃洋,,四球
2023-04-14,阪神,DeNA,5,2,5,2,1,2,2,1,1,1,1,1,1,1,1,1,2000035,右,牧 秀悟,1500090,右,青柳 晃洋,,四球
2023-04-14,阪神,DeNA,5,2,6,2,2,2,3,1,1,1,1,1,2,1,1,0,1100061,右,桑原 将志,1500090,右,青柳 晃洋,左,犠飛
2023-04-14,阪神,DeNA,5,2,7,2,3,2,5,2,2,1,1,0,2,0,1,0,1300038,左,関根 大気,1500090,右,青柳 晃洋,右,２
2023-04-14,阪神,DeNA,5,2,8,2,5,2,5,0,2,0,1,0,3,0,0,0,800075,右,伊藤 光,2106172,左,富田 蓮,三,ゴロ
2023-04-14,阪神,DeNA,6,1,1,2,5,2,5,0,0,0,0,0,1,0,0,0,1961285,右,ノイジー,1561880,右,ウェンデルケン,三,飛
2023-04-14,阪神,DeNA,6,1,2,2,5,2,5,0,1,0,0,0,2,0,0,0,1500091,左,板山 祐太郎,1561880,右,ウェンデルケン,投,ゴロ
2023-04-14,阪神,DeNA,6,1,3,2,5,2,5,0,2,0,0,0,3,0,0,0,1300073,右,梅野 隆太郎,1561880,右,ウェンデルケン,遊,ゴロ
2023-04-14,阪神,DeNA,6,2,1,2,5,2,5,0,0,0,0,0,0,1,0,0,1600107,左,京田 陽太,2106172,左,富田 蓮,,四球
2023-04-14,阪神,DeNA,6,2,2,2,5,2,5,0,0,1,0,0,0,0,1,1,1700020,右,ソト,2106172,左,富田 蓮,右,２
2023-04-14,阪神,DeNA,6,2,3,2,5,2,7,2,0,0,1,1,0,0,1,0,1600089,左,佐野 恵太,2106172,左,富田 蓮,左,２
2023-04-14,阪神,DeNA,6,2,4,2,7,2,7,0,0,0,1,0,1,0,0,1,1700059,左,神里 和毅,2106172,左,富田 蓮,二,ゴロ
2023-04-14,阪神,DeNA,6,2,5,2,7,2,8,1,1,0,0,1,2,0,0,0,1200053,右,宮﨑 敏郎,2100915,右,ビーズリー,中,犠飛
2023-04-14,阪神,DeNA,6,2,6,2,8,2,8,0,2,0,0,0,3,0,0,0,2000035,右,牧 秀悟,2100915,右,ビーズリー,,空三振
2023-04-14,阪神,DeNA,7,1,1,2,8,2,8,0,0,0,0,0,0,1,0,0,1800067,左,木浪 聖也,1700006,左,エスコバー,遊,安
2023-04-14,阪神,DeNA,7,1,2,2,8,2,8,0,0,1,0,0,0,1,0,1,2000051,左,佐藤 輝明,1700006,左,エスコバー,右,安
2023-04-14,阪神,DeNA,7,1,3,2,8,2,8,0,0,1,0,1,1,1,0,1,1800065,左,近本 光司,1700006,左,エスコバー,二,飛
2023-04-14,阪神,DeNA,7,1,4,2,8,3,8,1,1,1,0,1,2,1,0,0,2000056,左,中野 拓夢,1700006,左,エスコバー,中,犠飛
2023-04-14,阪神,DeNA,7,1,5,3,8,3,8,0,2,1,0,0,3,0,0,0,1600119,右,長坂 拳弥,1700006,左,エスコバー,,空三振
2023-04-14,阪神,DeNA,7,2,1,3,8,3,8,0,0,0,0,0,0,1,0,0,1100061,右,桑原 将志,2100915,右,ビーズリー,右,安
2023-04-14,阪神,DeNA,7,2,2,3,8,3,8,0,0,1,0,0,1,1,0,0,1300038,左,関根 大気,2100915,右,ビーズリー,三,飛
2023-04-14,阪神,DeNA,7,2,3,3,8,3,8,0,1,1,0,0,2,0,0,1,800075,右,伊藤 光,2100915,右,ビーズリー,二,飛
2023-04-14,阪神,DeNA,7,2,4,3,8,3,8,0,2,0,0,1,3,0,0,0,1600107,左,京田 陽太,2100915,右,ビーズリー,,空三振
2023-04-14,阪神,DeNA,8,1,1,3,8,3,8,0,0,0,0,0,1,0,0,0,1600113,右,大山 悠輔,2000034,右,入江 大生,右,飛
2023-04-14,阪神,DeNA,8,1,2,3,8,3,8,0,1,0,0,0,2,0,0,0,1961285,右,ノイジー,2000034,右,入江 大生,遊,ゴロ
2023-04-14,阪神,DeNA,8,1,3,3,8,3,8,0,2,0,0,0,3,0,0,0,1700080,左,島田 海吏,2000034,右,入江 大生,投,ゴロ
2023-04-14,阪神,DeNA,8,2,1,3,8,3,8,0,0,0,0,0,1,0,0,0,600003,右,大和,1300076,右,加治屋 蓮,遊,ゴロ
2023-04-14,阪神,DeNA,8,2,2,3,8,3,8,0,1,0,0,0,2,0,0,0,1600089,左,佐野 恵太,1300076,右,加治屋 蓮,中,飛
2023-04-14,阪神,DeNA,8,2,3,3,8,3,8,0,2,0,0,0,2,1,0,0,1700059,左,神里 和毅,1300076,右,加治屋 蓮,右,安
2023-04-14,阪神,DeNA,8,2,4,3,8,3,8,0,2,1,0,0,2,1,1,0,1200053,右,宮﨑 敏郎,1300076,右,加治屋 蓮,中,安
2023-04-14,阪神,DeNA,8,2,5,3,8,3,8,0,2,1,1,0,3,0,0,0,2000035,右,牧 秀悟,1300076,右,加治屋 蓮,,空三振
2023-04-14,阪神,DeNA,9,1,1,3,8,3,8,0,0,0,0,0,1,0,0,0,1850183,右,森下 翔太,1600096,右,森原 康平,中,飛
2023-04-14,阪神,DeNA,9,1,2,3,8,3,8,0,1,0,0,0,1,1,0,0,1800067,左,木浪 聖也,1600096,右,森原 康平,左,安
2023-04-14,阪神,DeNA,9,1,3,3,8,3,8,0,1,1,0,0,2,1,0,0,2000051,左,佐藤 輝明,1600096,右,森原 康平,中,飛
2023-04-14,阪神,DeNA,9,1,4,3,8,3,8,0,2,1,0,0,2,1,1,0,1800065,左,近本 光司,1600096,右,森原 康平,左,安
2023-04-14,阪神,DeNA,9,1,5,3,8,3,8,0,2,1,1,0,3,0,0,0,2000056,左,中野 拓夢,1600096,右,森原 康平,遊,ゴロ
2023-04-14,巨人,中日,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1600001,右,オコエ 瑠偉,1500074,左,小笠原 慎之介,遊,ゴロ
2023-04-14,巨人,中日,1,1,2,0,0,0,0,0,1,0,0,0,2,0,0,0,800043,左,丸 佳浩,1500074,左,小笠原 慎之介,右,飛
2023-04-14,巨人,中日,1,1,3,0,0,0,0,0,2,0,0,0,3,0,0,0,700003,右,坂本 勇人,1500074,左,小笠原 慎之介,右,飛
2023-04-14,巨人,中日,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,900410,左,大島 洋平,1960962,右,ビーディ,,空三振
2023-04-14,巨人,中日,1,2,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1900041,左,岡林 勇希,1960962,右,ビーディ,遊,ゴロ
2023-04-14,巨人,中日,1,2,3,0,0,0,0,0,2,0,0,0,3,0,0,0,1961068,右,アキーノ,1960962,右,ビーディ,,空三振
2023-04-14,巨人,中日,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1400101,右,岡本 和真,1500074,左,小笠原 慎之介,中,飛
2023-04-14,巨人,中日,2,1,2,0,0,0,0,0,1,0,0,0,2,0,0,0,800054,右,中田 翔,1500074,左,小笠原 慎之介,,空三振
2023-04-14,巨人,中日,2,1,3,0,0,0,0,0,2,0,0,0,3,0,0,0,2000007,左,中山 礼都,1500074,左,小笠原 慎之介,投,ゴロ
2023-04-14,巨人,中日,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1900037,右,石川 昂弥,1960962,右,ビーディ,三,ゴロ
2023-04-14,巨人,中日,2,2,2,0,0,0,0,0,1,0,0,0,1,1,0,0,1600085,右,細川 成也,1960962,右,ビーディ,左,安
2023-04-14,巨人,中日,2,2,3,0,0,0,0,0,1,1,0,0,1,0,1,1,2103780,右,福永 裕基,1960962,右,ビーディ,左,２
2023-04-14,巨人,中日,2,2,4,0,0,0,1,1,1,0,1,1,2,0,0,1,1500076,右,木下 拓哉,1960962,右,ビーディ,二,ゴロ
